"","N_SQ_AD","primaire"
"505",750065149,4
"506",750063186,4
"507",750063182,4
"508",750063179,4
"509",750065579,4
"510",750059636,4
"511",750065582,4
"512",750065175,4
"513",750059641,4
"514",750143830,4
"515",750063188,4
"516",750061755,67
"517",750065180,4
"518",750167492,4
"519",750063191,4
"520",750065580,4
"521",750065250,4
"522",750065587,4
"523",750167494,4
"524",750065257,4
"525",750061745,67
"526",750065182,4
"527",750065584,4
"528",750058756,4
"529",750063189,4
"530",750141775,4
"531",750065251,4
"532",750059639,4
"533",750065178,4
"534",750063187,4
"535",750065160,4
"536",750155137,4
"537",750065574,4
"538",750063222,4
"539",750143829,4
"540",750063177,4
"541",750065249,4
"542",750065585,4
"543",750063207,4
"544",750063185,4
"545",750065185,4
"546",750059649,4
"547",750061753,67
"548",750060389,4
"549",750065169,4
"550",750172725,4
"551",750143834,4
"552",750065566,4
"553",750061752,67
"554",750143835,4
"555",750143832,4
"556",750058757,4
"557",750061750,67
"558",750063368,4
"559",750059637,4
"560",750065154,4
"561",750065565,4
"562",750063184,4
"563",750063220,4
"564",750063193,4
"565",750063200,4
"566",750143826,4
"567",750065586,4
"568",750172727,4
"569",750063374,4
"570",750058754,4
"571",750065173,4
"572",750167491,4
"573",750063203,4
"574",750155715,67
"575",750143831,4
"576",750141805,4
"577",750063205,4
"578",750065177,4
"579",750061746,67
"580",750061747,67
"581",750061748,67
"582",750063219,4
"583",750065572,4
"584",750065256,4
"585",750143827,4
"586",750157581,4
"587",750063180,4
"588",750059648,4
"589",750061749,67
"590",750141794,4
"591",750065255,4
"592",750063211,4
"593",750063210,4
"594",750059654,4
"595",750063372,4
"596",750143825,4
"597",750059638,4
"598",750063192,4
"599",750065567,4
"600",750141797,4
"601",750063217,4
"602",750141808,4
"603",750063196,4
"604",750065573,4
"605",750065183,4
"606",750059643,4
"607",750063366,4
"608",750065569,4
"609",750063369,4
"610",750063371,4
"611",750172729,4
"612",750065253,4
"613",750065151,4
"614",750065155,4
"615",750063201,4
"616",750065179,4
"617",750063194,4
"618",750143828,4
"619",750063183,4
"620",750063214,4
"621",750065184,4
"622",750063212,4
"623",750065176,4
"624",750059653,4
"625",750143833,4
"626",750063197,4
"627",750065162,4
"628",750065170,4
"629",750165346,4
"630",750141806,4
"631",750061754,67
"632",750063195,4
"633",750065171,4
"634",750061756,67
"635",750063216,4
"636",750058755,4
"637",750065252,4
"638",750063218,4
"639",750063365,4
"640",750059640,4
"641",750065152,4
"642",750063190,4
"643",750065165,4
"644",750065570,4
"645",750162128,4
"646",750059642,4
"647",750172728,4
"648",750063198,4
"649",750065581,4
"650",750065147,4
"651",750155116,67
"652",750063364,4
"653",750063204,4
"654",750141798,4
"655",750163455,4
"656",750141800,4
"657",750141804,4
"658",750165347,4
"659",750061751,67
"660",750065181,4
"661",750065153,4
"662",750065159,4
"663",750065166,4
"664",750167493,4
"665",750063181,4
"666",750059646,4
"667",750063206,4
"668",750063213,4
"669",750063221,4
"670",750065172,4
"671",750141810,4
"672",750065571,4
"673",750063209,4
"674",750065157,4
"675",750167490,4
"676",750172731,4
"677",750063363,4
"678",750063373,4
"679",750063208,4
"680",750172730,4
"681",750167496,4
"682",750141809,4
"683",750060388,4
"684",750063370,4
"685",750141795,4
"686",750165348,4
"687",750172726,4
"688",750063367,4
"689",750065150,4
"690",750063215,4
"691",750058657,4
"692",750141802,4
"693",750059652,4
"694",750063202,4
"695",750141811,4
"696",750058659,4
"697",750065578,4
"698",750065568,4
"699",750065174,4
"700",750065168,4
"701",750065167,4
"702",750058661,4
"703",750065163,4
"704",750065254,4
"705",750065161,4
"706",750167495,4
"707",750065156,4
"708",750141799,4
"709",750065148,4
"710",750059651,4
"711",750141807,4
"712",750058662,4
"713",750059647,4
"714",750141801,4
"715",750059650,4
"716",750060387,4
"717",750063199,4
"718",750100516,7
"719",750105523,7
"720",750103372,7
"721",750105666,7
"722",750100300,7
"723",750164123,7
"724",750104756,7
"725",750105284,7
"726",750166749,7
"727",750100360,7
"728",750101035,7
"729",750100521,7
"730",750101182,7
"731",750105557,7
"732",750105324,7
"733",750105288,7
"734",750105551,7
"735",750105576,7
"736",750102646,7
"737",750100514,7
"738",750165552,7
"739",750101024,7
"740",750103358,7
"741",750105322,7
"742",750105327,7
"743",750103369,7
"744",750100301,7
"745",750103355,7
"746",750156631,7
"747",750103367,7
"748",750100336,7
"749",750156769,7
"750",750100533,7
"751",750100325,7
"752",750102644,7
"753",750103360,7
"754",750103354,7
"755",750140784,7
"756",750106114,7
"757",750104754,7
"758",750100518,7
"759",750100361,7
"760",750106065,7
"761",750100332,7
"762",750106109,7
"763",750101200,7
"764",750105672,7
"765",750103356,7
"766",750105285,7
"767",750101580,7
"768",750105553,7
"769",750105526,7
"770",750105521,7
"771",750105680,7
"772",750156644,7
"773",750103345,7
"774",750100330,7
"775",750105661,7
"776",750101029,7
"777",750103351,7
"778",750101579,7
"779",750101581,7
"780",750106406,7
"781",750100302,7
"782",750105669,7
"783",750164234,7
"784",750102645,7
"785",750100329,7
"786",750100523,7
"787",750105524,7
"788",750100296,7
"789",750152175,7
"790",750106085,7
"791",750100362,7
"792",750105575,7
"793",750105584,7
"794",750103352,7
"795",750103347,7
"796",750104760,7
"797",750102648,7
"798",750103364,7
"799",750105282,7
"800",750100530,7
"801",750103357,7
"802",750105520,7
"803",750100297,7
"804",750102228,7
"805",750101185,7
"806",750103875,7
"807",750101031,7
"808",750100532,7
"809",750105562,7
"810",750100324,7
"811",750103353,7
"812",750102643,7
"813",750105280,7
"814",750100294,7
"815",750105525,7
"816",750105519,7
"817",750101043,7
"818",750106419,7
"819",750100321,7
"820",750105564,7
"821",750105555,7
"822",750100304,7
"823",750174112,7
"824",750100311,7
"825",750102647,7
"826",750105542,7
"827",750103370,7
"828",750105673,7
"829",750103863,7
"830",750144627,7
"831",750100359,7
"832",750105320,7
"833",750100313,7
"834",750105552,7
"835",750105578,7
"836",750103348,7
"837",750140787,7
"838",750105326,7
"839",750100303,7
"840",750105321,7
"841",750101032,7
"842",750164198,7
"843",750102649,7
"844",750101045,7
"845",750100524,7
"846",750101037,7
"847",750106080,7
"848",750105518,7
"849",750101026,7
"850",750103375,7
"851",750103362,7
"852",750105281,7
"853",750105522,7
"854",750106078,7
"855",750164977,7
"856",750174111,7
"857",750106116,7
"858",750100308,7
"859",750106075,7
"860",750100319,7
"861",750104764,7
"862",750105316,7
"863",750100527,7
"864",750100526,7
"865",750101584,7
"866",750103866,7
"867",750100517,7
"868",750103365,7
"869",750106081,7
"870",750156635,7
"871",750103870,7
"872",750102244,7
"873",750105590,7
"874",750105563,7
"875",750105283,7
"876",750103346,7
"877",750100327,7
"878",750105567,7
"879",750105287,7
"880",750106082,7
"881",750100354,7
"882",750100337,7
"883",750101582,7
"884",750101030,7
"885",750101197,7
"886",750106092,7
"887",750100350,7
"888",750105538,7
"889",750101042,7
"890",750100331,7
"891",750156650,7
"892",750106077,7
"893",750105660,7
"894",750105579,7
"895",750105585,7
"896",750100298,7
"897",750105541,7
"898",750106410,7
"899",750105580,7
"900",750100312,7
"901",750156637,7
"902",750106422,7
"903",750105531,7
"904",750100519,7
"905",750103871,7
"906",750100528,7
"907",750103865,7
"908",750100356,7
"909",750105571,7
"910",750100293,7
"911",750105286,7
"912",750105540,7
"913",750105589,7
"914",750105558,7
"915",750143731,7
"916",750100344,7
"917",750100343,7
"918",750105516,7
"919",750156653,7
"920",750100346,7
"921",750101028,7
"922",750101044,7
"923",750101039,7
"924",750105662,7
"925",750102246,7
"926",750101187,7
"927",750171540,7
"928",750101193,7
"929",750101034,7
"930",750106068,7
"931",750105549,7
"932",750106088,7
"933",750105318,7
"934",750105675,7
"935",750102058,7
"936",750106073,7
"937",750100310,7
"938",750106409,7
"939",750158400,7
"940",750106416,7
"941",750100351,7
"942",750105663,7
"943",750156634,7
"944",750165503,7
"945",750103349,7
"946",750105582,7
"947",750100525,7
"948",750101199,7
"949",750100320,7
"950",750100322,7
"951",750146359,7
"952",750101190,7
"953",750105323,7
"954",750105527,7
"955",750106095,7
"956",750105534,7
"957",750103371,7
"958",750100328,7
"959",750105556,7
"960",750143730,7
"961",750106072,7
"962",750167818,7
"963",750100522,7
"964",750156647,7
"965",750105315,7
"966",750101176,7
"967",750100529,7
"968",750101180,7
"969",750103868,7
"970",750105543,7
"971",750100318,7
"972",750101215,7
"973",750150776,7
"974",750101033,7
"975",750152176,7
"976",750100364,7
"977",750106102,7
"978",750106417,7
"979",750156636,7
"980",750106411,7
"981",750106414,7
"982",750101179,7
"983",750100323,7
"984",750103366,7
"985",750100317,7
"986",750156633,7
"987",750100334,7
"988",750103363,7
"989",750101181,7
"990",750106079,7
"991",750106112,7
"992",750100531,7
"993",750102252,7
"994",750101046,7
"995",750106106,7
"996",750100347,7
"997",750106069,7
"998",750101586,7
"999",750106090,7
"1000",750105529,7
"1001",750105592,7
"1002",750105679,7
"1003",750105537,7
"1004",750105328,7
"1005",750101196,7
"1006",750102232,7
"1007",750158384,7
"1008",750158383,7
"1009",750103872,7
"1010",750099758,7
"1011",750100345,7
"1012",750101192,7
"1013",750105574,7
"1014",750105674,7
"1015",750105536,7
"1016",750105587,7
"1017",750106405,7
"1018",750106412,7
"1019",750106423,7
"1020",750106103,7
"1021",750156679,7
"1022",750105554,7
"1023",750105606,7
"1024",750103376,7
"1025",750156640,7
"1026",750103374,7
"1027",750106108,7
"1028",750101577,7
"1029",750100295,7
"1030",750103359,7
"1031",750105668,7
"1032",750103862,7
"1033",750106084,7
"1034",750100333,7
"1035",750101040,7
"1036",750156680,7
"1037",750105532,7
"1038",750106107,7
"1039",750104758,7
"1040",750156651,7
"1041",750105514,7
"1042",750156646,7
"1043",750105570,7
"1044",750101191,7
"1045",750099756,7
"1046",750099762,7
"1047",750102253,7
"1048",750102250,7
"1049",750101583,7
"1050",750099763,7
"1051",750100340,7
"1052",750167819,7
"1053",750101038,7
"1054",750106070,7
"1055",750101036,7
"1056",750105591,7
"1057",750101206,7
"1058",750171541,7
"1059",750101217,7
"1060",750106418,7
"1061",750105665,7
"1062",750156639,7
"1063",750106105,7
"1064",750101205,7
"1065",750105676,7
"1066",750100348,7
"1067",750144624,7
"1068",750105550,7
"1069",750106066,7
"1070",750148067,7
"1071",750100353,7
"1072",750105588,7
"1073",750102251,7
"1074",750104765,7
"1075",750099751,7
"1076",750102243,7
"1077",750100338,7
"1078",750156649,7
"1079",750105535,7
"1080",750156648,7
"1081",750101041,7
"1082",750105530,7
"1083",750106097,7
"1084",750101177,7
"1085",750100512,7
"1086",750100515,7
"1087",750100326,7
"1088",750100315,7
"1089",750099757,7
"1090",750147618,7
"1091",750144623,7
"1092",750146357,7
"1093",750101207,7
"1094",750101195,7
"1095",750105560,7
"1096",750100339,7
"1097",750100314,7
"1098",750106424,7
"1099",750102059,7
"1100",750106087,7
"1101",750156632,7
"1102",750105664,7
"1103",750156641,7
"1104",750100306,7
"1105",750106117,7
"1106",750156678,7
"1107",750156645,7
"1108",750106089,7
"1109",750156643,7
"1110",750101213,7
"1111",750101212,7
"1112",750147883,7
"1113",750101218,7
"1114",750177060,7
"1115",750102231,7
"1116",750101183,7
"1117",750105513,7
"1118",750105577,7
"1119",750106094,7
"1120",750100307,7
"1121",750143885,7
"1122",750105325,7
"1123",750101214,7
"1124",750101027,7
"1125",750105573,7
"1126",750146835,7
"1127",750101047,7
"1128",750101209,7
"1129",750100520,7
"1130",750099761,7
"1131",750106067,7
"1132",750105599,7
"1133",750167817,7
"1134",750102060,7
"1135",750106425,7
"1136",750101202,7
"1137",750100309,7
"1138",750101211,7
"1139",750106421,7
"1140",750106111,7
"1141",750105677,7
"1142",750099760,7
"1143",750101203,7
"1144",750105613,7
"1145",750103874,7
"1146",750105517,7
"1147",750173462,7
"1148",750103361,7
"1149",750103368,7
"1150",750103350,7
"1151",750104761,7
"1152",750101588,7
"1153",750103373,7
"1154",750102239,7
"1155",750102247,7
"1156",750148066,7
"1157",750105678,7
"1158",750105317,7
"1159",750156652,7
"1160",750101025,7
"1161",750105667,7
"1162",750105586,7
"1163",750102227,7
"1164",750099766,7
"1165",750106091,7
"1166",750106408,7
"1167",750105528,7
"1168",750099767,7
"1169",750146358,7
"1170",750101578,7
"1171",750099769,7
"1172",750105602,7
"1173",750105319,7
"1174",750105671,7
"1175",750100316,7
"1176",750101198,7
"1177",750100363,7
"1178",750100349,7
"1179",750100484,7
"1180",750103864,7
"1181",750106413,7
"1182",750100488,7
"1183",750106100,7
"1184",750156638,7
"1185",750101587,7
"1186",750105670,7
"1187",750100358,7
"1188",750102230,7
"1189",750105581,7
"1190",750104768,7
"1191",750106083,7
"1192",750105569,7
"1193",750100490,7
"1194",750100489,7
"1195",750105618,7
"1196",750105533,7
"1197",750099764,7
"1198",750102236,7
"1199",750100355,7
"1200",750101186,7
"1201",750101575,7
"1202",750102245,7
"1203",750099754,7
"1204",750146366,7
"1205",750099752,7
"1206",750105620,7
"1207",750105565,7
"1208",750102237,7
"1209",750101184,7
"1210",750105559,7
"1211",750105604,7
"1212",750099768,7
"1213",750105601,7
"1214",750100357,7
"1215",750101175,7
"1216",750101194,7
"1217",750099750,7
"1218",750101204,7
"1219",750101189,7
"1220",750101576,7
"1221",750106093,7
"1222",750105614,7
"1223",750146365,7
"1224",750101210,7
"1225",750102242,7
"1226",750104769,7
"1227",750101216,7
"1228",750144626,7
"1229",750169403,7
"1230",750103867,7
"1231",750144625,7
"1232",750099759,7
"1233",750106099,7
"1234",750102240,7
"1235",750146364,7
"1236",750106110,7
"1237",750103869,7
"1238",750103873,7
"1239",750100352,7
"1240",750146362,7
"1241",750099753,7
"1242",750101585,7
"1243",750151627,7
"1244",750105598,7
"1245",750106074,7
"1246",750105616,7
"1247",750106420,7
"1248",750105611,7
"1249",750106104,7
"1250",750106407,7
"1251",750100513,7
"1252",750104755,7
"1253",750146361,7
"1254",750105515,7
"1255",750101201,7
"1256",750146363,7
"1257",750105572,7
"1258",750100491,7
"1259",750106086,7
"1260",750101188,7
"1261",750106098,7
"1262",750147887,7
"1263",750164055,7
"1264",750105610,7
"1265",750156642,7
"1266",750102241,7
"1267",750102238,7
"1268",750102225,7
"1269",750105278,7
"1270",750105583,7
"1271",750105621,7
"1272",750101178,7
"1273",750100492,7
"1274",750105607,7
"1275",750104766,7
"1276",750105597,7
"1277",750106071,7
"1278",750104763,7
"1279",750102226,7
"1280",750105619,7
"1281",750105539,7
"1282",750099765,7
"1283",750105622,7
"1284",750099755,7
"1285",750102248,7
"1286",750102234,7
"1287",750147885,7
"1288",750104767,7
"1289",750102233,7
"1290",750106115,7
"1291",750100342,7
"1292",750102249,7
"1293",750146360,7
"1294",750102235,7
"1295",750105617,7
"1296",750105608,7
"1297",750102229,7
"1298",750106096,7
"1299",750104759,7
"1300",750104757,7
"1301",750105603,7
"1302",750105609,7
"1303",750104762,7
"1304",750105615,7
"1305",750105566,7
"1306",750105612,7
"1307",750099749,7
"1308",750147884,7
"1309",750147886,7
"1310",750148096,7
"1311",750146367,7
"1312",750106076,7
"1313",750151506,10
"1314",750171476,10
"1315",750171523,10
"1316",750171585,10
"1317",750174036,10
"1318",750172711,10
"1319",750176136,10
"1320",750164585,10
"1321",750164596,10
"1322",750164589,10
"1323",750167955,10
"1324",750164598,10
"1325",750172704,10
"1326",750167258,10
"1327",750174037,10
"1328",750174038,10
"1329",750171528,10
"1330",750151540,10
"1331",750151559,10
"1332",750174743,10
"1333",750171531,10
"1334",750172925,10
"1335",750167470,10
"1336",750164582,10
"1337",750166810,10
"1338",750172976,10
"1339",750164565,10
"1340",750167259,10
"1341",750164569,10
"1342",750174030,10
"1343",750167473,10
"1344",750167257,10
"1345",750151507,10
"1346",750067227,10
"1347",750171526,10
"1348",750151541,10
"1349",750171613,10
"1350",750067921,10
"1351",750167956,10
"1352",750151573,10
"1353",750171638,10
"1354",750151563,10
"1355",750171521,10
"1356",750151785,10
"1357",750067206,10
"1358",750167927,10
"1359",750164584,10
"1360",750174739,10
"1361",750164588,10
"1362",750164599,10
"1363",750174040,10
"1364",750164590,10
"1365",750171605,10
"1366",750164597,10
"1367",750174738,10
"1368",750173927,10
"1369",750071572,10
"1370",750171524,10
"1371",750174039,10
"1372",750167889,10
"1373",750164587,10
"1374",750164577,10
"1375",750171602,10
"1376",750167474,10
"1377",750173925,10
"1378",750070848,10
"1379",750171604,10
"1380",750151542,10
"1381",750070855,10
"1382",750167922,10
"1383",750151509,10
"1384",750174741,10
"1385",750172956,10
"1386",750174033,10
"1387",750164595,10
"1388",750172959,10
"1389",750151554,10
"1390",750171601,10
"1391",750173060,10
"1392",750172961,10
"1393",750070858,10
"1394",750161698,10
"1395",750151558,10
"1396",750171516,10
"1397",750151561,10
"1398",750167929,10
"1399",750167924,10
"1400",750174032,10
"1401",750070861,10
"1402",750171606,10
"1403",750164580,10
"1404",750171611,10
"1405",750172924,10
"1406",750070862,10
"1407",750164573,10
"1408",750176138,10
"1409",750167928,10
"1410",750167926,10
"1411",750164579,10
"1412",750164566,10
"1413",750156430,10
"1414",750171482,10
"1415",750164578,10
"1416",750171486,10
"1417",750067201,10
"1418",750172958,10
"1419",750171607,10
"1420",750151505,10
"1421",750171612,10
"1422",750067212,10
"1423",750070846,10
"1424",750167471,10
"1425",750174742,10
"1426",750071569,10
"1427",750174744,10
"1428",750143867,10
"1429",750167476,10
"1430",750171534,10
"1431",750167472,10
"1432",750070856,10
"1433",750174028,10
"1434",750171481,10
"1435",750070863,10
"1436",750173072,10
"1437",750067217,10
"1438",750151571,10
"1439",750070860,10
"1440",750164594,10
"1441",750070847,10
"1442",750174029,10
"1443",750167923,10
"1444",750067202,10
"1445",750167925,10
"1446",750177086,10
"1447",750171529,10
"1448",750171603,10
"1449",750174736,10
"1450",750171609,10
"1451",750174740,10
"1452",750151781,10
"1453",750164593,10
"1454",750168491,10
"1455",750151784,10
"1456",750151574,10
"1457",750173926,10
"1458",750067209,10
"1459",750070854,10
"1460",750174782,10
"1461",750174787,10
"1462",750151570,10
"1463",750174785,10
"1464",750151504,10
"1465",750151557,10
"1466",750067224,10
"1467",750164576,10
"1468",750171636,10
"1469",750070850,10
"1470",750174034,10
"1471",750151562,10
"1472",750070852,10
"1473",750174035,10
"1474",750165850,10
"1475",750070845,10
"1476",750171475,10
"1477",750071571,10
"1478",750067226,10
"1479",750167888,10
"1480",750169442,10
"1481",750165841,10
"1482",750165853,10
"1483",750161881,10
"1484",750070857,10
"1485",750174780,10
"1486",750151555,10
"1487",750070859,10
"1488",750067193,10
"1489",750171608,10
"1490",750067218,10
"1491",750151508,10
"1492",750169441,10
"1493",750149555,10
"1494",750151502,10
"1495",750067211,10
"1496",750067196,10
